userid,InboundCall,IsDealSeeker,IsDirtLover,IsDreamer,IsGreen,IsResearcher,TradeInValueGenerated,InboundCallCount,TotalInboundCallLength,BureauIncome,CreditScore1,CreditScore2,FraudScore,Income,MedianVehicleFuelEcon,MedianVehiclePrice,TradeInValueAmount,LeadSource,AgeCategory,accountcreationdatetime,PhoneNumber_hashed,MedianVehicleMileage
7264,0,1,1,0,0,0,0,0,406,41675,611,613,263,40311,31.4,33865,14749,Website,55-65,2018-03-21 21:48:00,41F6BD17A0EB1DBEDF33A4BCC7D182AC0A67AA3A9BF04886911399915E352B2D,42576
7265,0,0,0,0,0,0,1,1,284,50461,626,721,449,47619,39.6,19633,10383,ThirdPartyListing,18-35,2018-03-07 22:43:00,6F471E1F902BFFCF49AA74F6911572234F429B45D2E5BA8726DC4C76442F9C20,34199
7266,0,0,0,0,0,0,1,0,285,46987,631,659,272,22502,28.3,18945,6870,ThirdPartyListing,65+,2018-02-21 23:26:00,A91B55F0A756F885EF47C30AFCE9B2B720FDD858EE4EE1AA2F863E51FC56125B,29860
7267,0,0,0,0,0,0,1,1,343,57597,622,693,300,63891,30.5,24467,8403,ThirdPartyListing,55-65,2018-05-05 10:02:00,9E89D4A88FCE9B42F3347920B618C4C6C7EEB286A2D1F178F7F081BA846B5313,34989
7268,0,0,0,0,0,1,0,0,243,49173,715,760,374,55049,21.8,20016,8746,Website,35-45,2018-02-10 21:16:00,894981DB5769D52AC816D7417FE08B3D257CE37DDF3E5D615CFF619A851A558C,34177
7269,0,0,0,0,0,0,0,0,316,48004,640,625,377,44900,20.9,20530,7965,ThirdPartyListing,55-65,2018-05-05 16:31:00,C35E0C4D34A7E9C62F605A84DD70827912F22D123A5B100DB82E7F85D5E9B7D7,39549
7270,0,0,0,0,0,0,0,0,323,30856,717,718,165,34164,28,33724,11579,ThirdPartyListing,45-55,2018-04-17 22:08:00,8FD02D0496908780BA214C341EC8226E33F30021EF52AEBA3E4718991F0D0332,44893
7271,0,0,0,0,0,1,0,0,247,30890,634,724,287,48445,33.7,16044,6852,Website,45-55,2018-03-02 06:10:00,E1033818E09E2615B08EFB261226A4DBCA5EA31EFC18C278B8B923BF0CD59D2E,41620
7272,1,0,0,0,0,1,0,0,339,47098,703,766,234,32628,28.8,23957,12657,ThirdPartyListing,18-35,2018-02-04 09:46:00,49F98C0C5C1C284D51D900587F17F34F31426E27BB5945ABA944EA3BF1116F6C,42703
7273,1,0,1,0,0,1,0,1,330,32462,543,573,395,42972,32.4,29868,5914,Website,18-35,2018-01-01 09:39:00,B7A4FAE341D48F4EE15A9C0CA327C5F1D3DC1B76D307F5A99B4EE9A3B1961972,41724
7274,1,0,0,0,0,0,1,0,255,41122,615,642,438,36377,37.5,27674,9895,Website,35-45,2018-01-21 03:08:00,2AB3C5CCCF9F99155328B5E6D57E6A70D2F8D9EFC36BF64991883CF02A108ACC,35629
7275,1,1,0,0,0,0,0,0,271,70052,669,637,280,92462,23.9,18055,6811,Website,45-55,2018-04-26 06:33:00,02A4D5E1134D296F0CF75C4D6935F505D90C859F9EF2FFBEB834F14F7608E8E7,40764
7276,0,0,0,0,0,0,1,0,262,55661,588,648,393,51247,33.3,20840,7170,Website,18-35,2018-01-05 22:51:00,12CC4BBF28F237945625FA6B40EB0ADFD7A02DFF4BF51B0046876C191E074432,34956
7277,0,0,0,0,0,0,1,0,199,33301,607,590,299,55596,16.5,15686,10771,Website,55-65,2018-03-21 06:35:00,E7F27BCEDC8061F132596C9FD862FB901C6BF7FAC2BB8A341DCE46400DD42FF6,43333
7278,0,0,0,0,0,0,0,0,327,53052,741,765,372,53354,23.2,16517,8102,ThirdPartyListing,55-65,2018-01-03 11:56:00,6064B1F36098B59E8B7B07F6ADD5684FF506A88B83676F5A36DE1F0733B1EBA1,42157
7279,0,1,0,0,0,0,0,0,374,67989,737,733,371,63198,27.9,25460,11316,Website,35-45,2018-04-10 14:29:00,8F6A10B04749AA20C75CDDD30FEBA943D9F6EE51C9FDEE2C72785E2458A4A6E8,47453
7280,0,0,0,1,0,0,0,0,211,42589,694,704,312,28038,31.5,28566,7995,ThirdPartyListing,45-55,2018-02-04 07:39:00,5ED4E5EF3F96975F2E6ED0EB80315484BF0BEF3C51B2512DAF17A14FC5A3D55D,45647
7281,0,0,1,1,0,0,1,0,279,43081,574,504,411,32856,30.8,17895,10784,Website,45-55,2018-04-22 20:14:00,773932189B639A84DE1A5DBC2C78FB7F403C189F872B0C021CF6634EDEE458B8,35409
7282,0,0,0,0,0,0,1,0,418,40873,564,557,365,46325,15.7,19811,6408,Website,45-55,2018-01-05 02:58:00,00D65E280F92128C09CB09CB90FBFD27492348B3DEDF62A29D23819A948303C8,19403
7283,0,0,0,0,0,1,0,0,346,44622,661,686,320,44278,25.3,24469,6542,Website,18-35,2018-01-08 22:01:00,1ABBDDDB279703987307E9ABE0808FA8DE92477C1650806E8AD8ABEB387CA824,34886
7284,0,0,0,0,0,0,1,0,233,52765,569,509,525,69543,27.8,29710,8016,Website,45-55,2018-05-01 23:09:00,F188BF6AEB12A46E12608392EEAAA50638DD77CD3590B9B414EA0AF8A02D9452,40566
7285,0,0,0,0,0,0,0,0,275,52406,640,661,301,38412,27.8,27197,6708,Website,55-65,2018-04-09 22:56:00,DDBB54DE57319F2ACA34561E02E560C9EEF3AEEEA042D48D29646AFC566F1148,42433
7286,0,0,1,0,0,0,1,0,272,35344,680,686,147,54801,25.1,28270,5301,Website,18-35,2018-01-15 09:44:00,,43484
7287,0,1,1,0,0,0,0,0,253,79221,638,630,380,82632,27.2,24200,14334,Website,55-65,2018-03-23 01:26:00,538168BF7E806ABEC541FA78C1908EFD4C8D427E11022A70802F0B634E51631A,41328
7288,1,0,0,1,1,0,1,0,237,37630,681,711,369,57408,31.7,19353,11619,ThirdPartyListing,55-65,2018-04-08 00:27:00,DA679E570CB6165F841C58C83CD642280B2104A7BAC0B7401B95EBDB03FB2C22,37703
7289,0,1,1,0,0,0,1,0,388,37111,639,599,347,52895,16.8,30828,7213,Website,65+,2018-02-27 08:52:00,,34008
7290,0,0,0,0,0,0,1,0,297,48473,661,696,352,62373,34.2,19244,9605,Website,18-35,2018-02-04 15:26:00,916E7C557346E570BA411318ADBD2D1FBA9A798EC560453B1506389A459A3FAF,35966
7291,0,0,0,0,0,0,0,0,287,65504,673,695,395,62374,28.1,20052,10002,Website,55-65,2018-04-22 01:42:00,9635FDB6C296B8E378E3ABB6B9D0873670C0D35D73087831E73BFEA4703C947E,39708
7292,0,1,0,0,0,0,1,0,196,76598,576,555,281,82816,26.2,23263,6040,ThirdPartyListing,55-65,2018-03-25 19:50:00,EFAEECE3D7076D785375E20859EDCBF162DA4A1108B49337A7AED3488AB4A1F5,39021
7293,1,0,0,0,0,0,1,0,237,30007,628,593,309,9030,16.8,25244,12820,ThirdPartyListing,35-45,2018-02-14 11:45:00,A6C3F7659E4ABD7DB9506DCC9BEF71610C94E9B73D07666D73B4F331EBF20BAF,38142
7294,0,0,0,1,0,0,0,0,252,47932,629,650,355,73000,20.4,22838,8434,ThirdPartyListing,55-65,2018-01-26 23:19:00,,40979
7295,1,0,0,0,1,1,1,0,221,70162,670,681,302,62858,39.4,20920,6745,Website,45-55,2018-05-02 05:49:00,30487587321CA3D06CE88022A700CD6979793154A7B38E4C976B7CE5D556F1A8,24264
7296,0,0,1,0,0,0,1,0,181,39193,645,686,335,26346,37.7,23634,8180,ThirdPartyFinancing,18-35,2018-03-08 08:37:00,FA078905A4AF7C6C4FAC9F91CA8DA404EB878D049392D7983AAF77875B5DF654,33648
7297,0,0,0,0,1,1,0,0,213,55140,671,635,378,67335,20.9,18156,7874,ThirdPartyListing,55-65,2018-05-08 21:16:00,,26699
7298,0,0,0,0,0,0,0,0,302,49093,599,632,325,38268,33.8,29701,8554,Website,45-55,2018-02-08 10:57:00,7BA14EDDE0C4C8E943E33BB3A980238318EA2C995B5FC19EA85161B64FB30716,32601
7299,0,0,0,0,0,0,0,0,406,47987,629,626,370,56041,31.3,26209,7012,ThirdPartyListing,65+,2018-01-21 20:40:00,0CD309E9479A0750B0F27468F496A9C2754AE0962D7842EA8573D6C422A4C15E,44166
7300,0,0,0,0,0,0,1,0,247,44118,635,659,404,61489,16.5,22354,6423,Website,55-65,2018-01-14 03:32:00,14E44BAC3CCE45D0D706E10610CCD3B679907C45F1747A2C4D7C9E0B37EADB83,43003
7301,1,0,0,0,0,0,1,2,258,52748,576,615,460,62066,26.8,18891,11582,ThirdPartyListing,18-35,2018-04-22 15:09:00,360EBEEDB80CB9CDDA9ACD2E125EB16D4AD29C815F28C07AD3255DD844D2403C,44949
7302,0,0,0,0,0,0,0,0,241,35928,650,694,412,54904,28.3,14903,8712,ThirdPartyFinancing,45-55,2018-04-17 04:37:00,F18D0B37DBBF4FD4A709DE9676199FD1C86D7F692B54802268A4A4FD5EA7950F,35444
7303,0,0,0,1,0,0,1,0,390,54716,685,665,381,67265,29.6,14980,7665,Website,18-35,2018-05-10 13:26:00,6B5F893B771CA4C2F8E4E23176D7AB270C1804064AB06E554FE734844DC8CDD5,36405
7304,0,0,1,1,0,1,1,0,105,48891,600,590,402,47608,25.7,21416,8249,Website,35-45,2018-05-08 04:10:00,C24F5669CC1221654EFBCE9A4CE0D76D0511BC80106B30E0C2F8A996507DC979,45048
7305,0,0,0,0,0,0,1,0,350,51238,637,591,368,39511,34.3,28896,10341,Website,18-35,2018-05-06 00:17:00,EC65453DACA8DE42FCA0A4A8AA4EC09FDD8EEEC7E338B99F4770338D87669A2D,34190
7306,0,0,0,0,0,0,1,0,153,53095,662,671,295,45964,24.3,32446,9521,Website,65+,2018-03-07 14:32:00,,40662
7307,0,0,0,0,0,0,1,0,235,40254,604,598,118,44560,28.3,26340,11179,Website,65+,2018-02-20 16:10:00,2D60A0E4CD27B83A1E4857551163FE871FB449EB2F988723402E290533FB9066,31474
7308,0,0,0,0,0,0,1,0,362,37844,584,592,332,37228,25.2,32904,7107,Website,55-65,2018-03-11 12:49:00,228A920934841DABAFF17A6B340D773CF50C8B9628FDEA1DB647DD59F078FCAE,32317
7309,0,1,0,0,0,0,0,0,282,22824,766,705,397,36973,26.6,28161,6749,Website,65+,2018-02-24 03:09:00,0EA9334482049F709D45D9BBA0C7507D3305C2BD99AB25F9C755328B662E0D51,42878
7310,0,0,1,0,0,1,1,0,408,47803,709,733,355,75466,26.3,23401,9775,ThirdPartyListing,45-55,2018-02-23 21:47:00,E6548D68E8BE92386D9EDC9362269FB8DD902E98DDBBCCB0919D734BE82D91E3,38274
7311,0,0,1,1,0,0,0,0,342,36468,616,605,358,18005,30.8,17586,9758,Website,65+,2018-04-27 03:00:00,BB1C7E70401B8A979E63849148953AB9D903AB51C8C641C42F12703C9183FABC,28651
7312,0,0,0,1,0,0,1,0,441,44851,762,811,413,49462,20,22192,8336,ThirdPartyListing,18-35,2018-01-06 03:00:00,46AD72D480D697DB5023E754D54FEB939E9A660EDE558A2910FCD0FBBE75104C,44807
7313,0,0,0,1,1,0,1,0,261,46120,607,594,351,56748,14.4,36149,9188,Website,35-45,2018-04-26 00:36:00,7503124050E840AC4FFDAB75ECDB14360E1D8B7CB22B703D11BC35A9D532E07F,32605
7314,0,0,0,0,0,0,1,0,428,53829,567,541,347,53591,32,23523,8302,ThirdPartyListing,55-65,2018-05-06 03:22:00,8099277B3BFBB9B2B1D320B2DC76463868B1DEF20BB8F9E0A545A53FE5DD968A,43069
7315,0,0,0,1,0,0,0,0,408,60890,700,702,379,58351,26.7,24880,8169,Website,35-45,2018-02-07 05:06:00,B674E925CC01F1671D0529199268B1FA8C4FF187873E5CE1A8419F230629D266,38078
7316,0,0,0,0,1,0,1,0,321,52126,682,813,264,44827,35,30769,12340,Website,18-35,2018-01-12 08:06:00,A458992628F73852DA7C837D7643B71EECD1498ECF4214A848AE14F49C5E1D37,41805
7317,0,0,0,0,0,0,0,0,340,51538,696,694,318,62751,39.8,21523,10136,ThirdPartyListing,35-45,2018-02-06 20:57:00,,44304
7318,0,0,0,0,0,1,0,0,271,53976,564,560,281,62081,28.4,21325,7325,ThirdPartyListing,18-35,2018-03-02 02:40:00,3049BB0B12C917709DE12DA75E1F55E3619DDE72389CFA7F1EC03837D4D7B5D7,37137
7319,0,0,0,0,0,0,0,0,311,39591,655,645,312,31538,23.4,28156,9176,Website,18-35,2018-04-01 02:09:00,88EA152E68EACE2275C8446A038A7972C6674D5BB85B3DD5D5A886070B687A74,40032
7320,0,0,0,0,0,1,0,1,295,51427,657,643,303,70819,29.6,31110,10714,ThirdPartyListing,18-35,2018-03-31 11:18:00,F900BBAE11FB4A9B42D25C10972D79C32E2C34C4052446329ABD7C485FF4480D,26441
7321,0,1,0,0,0,0,0,0,294,73666,648,680,275,67687,26.3,21709,10132,Website,45-55,2018-01-26 07:08:00,A1693F13E623D6B7D452C05C0CEDE4926CEE696EFCF2EEB923A4C8DF08EDA8AA,51091
7322,0,0,0,0,0,0,0,0,315,54867,692,628,377,55160,20.4,26874,8595,ThirdPartyListing,55-65,2018-04-21 21:34:00,6C636517B5E6A035A6FDE5552CE28E48D78F224AB0271DEE8007198436EF0246,38491
7323,0,0,0,0,0,0,0,0,318,49894,637,736,268,56002,30.8,24595,7809,ThirdPartyListing,18-35,2018-05-10 07:20:00,,45664
7324,1,0,0,0,0,0,1,0,296,62717,565,556,271,86652,29.9,28797,6982,ThirdPartyListing,55-65,2018-01-31 01:46:00,D6A0B4E95FEB65B60F19684C4325424D2DDF25AEBD49DB34110C867103F37B2C,47682
7325,0,0,0,1,0,0,1,0,313,48193,689,679,319,34272,26,16086,7628,Website,35-45,2018-02-02 07:12:00,,31718
7326,0,0,0,0,0,0,0,0,379,49346,669,677,301,64643,16.8,15516,5791,Website,45-55,2018-03-19 05:46:00,,35106
7327,0,0,0,0,0,1,0,0,263,34001,685,631,488,31669,26.1,23788,10479,Website,35-45,2018-02-25 21:20:00,E93946055F678F70EDD6749E11367ABF2B10053B3FD8B7B3B4460E4EC4392755,33288
7328,0,0,0,0,0,1,1,1,219,48923,684,695,334,20934,25.3,20643,9963,Website,45-55,2018-03-12 06:47:00,95CA462E9CED84FB1400E837E5ACF5F4CC43CC063E57597A45F183EB8EDC599B,48040
7329,1,0,0,0,0,1,1,0,305,49917,590,608,333,45891,26.1,20469,9419,Website,45-55,2018-04-24 00:30:00,A7972ABC54D04D422B2F4B84DB82CFAA297CDFF3F60FA7C39512845408A75F1C,37010
7330,0,1,0,0,0,0,1,0,266,51202,594,596,472,74647,24.9,22179,9430,Website,18-35,2018-03-04 11:40:00,08F9AC6745EE2032148690F402FF17155A40E052D200D691B83174230050454B,60280
7331,0,1,0,0,0,0,0,0,167,51769,657,654,433,49993,29,22942,9354,Website,45-55,2018-02-03 05:51:00,EDBEA6E647D14373A25052254F8C1417CD10857183C7DB54E1157A8D59045ABC,22595
7332,0,0,0,1,0,1,0,0,239,39986,659,747,416,38658,21,20125,5053,ThirdPartyListing,35-45,2018-01-03 06:31:00,95E492A0A8A156CDEDD86A80625BB1ACE2986A08F6939A90E1858E57AE71BE0B,49774
7333,1,0,0,0,0,0,0,1,221,69358,702,669,468,87560,39.8,35979,5841,Website,65+,2018-04-10 02:43:00,4AB98080A59F5D203284B4D2BFA7552F5A9AA744C1694F6D0CBEA5926E82D656,29561
7334,0,0,0,0,0,0,0,0,255,47768,722,717,299,30112,18,23497,2177,ThirdPartyListing,35-45,2018-01-23 18:47:00,D6D0E17581BF2E2DA08B9CB8D4FB980BD32EC3E590C341A4A44B3785F0309CD1,37436
7335,0,0,0,1,0,0,1,0,446,44793,555,600,302,57693,28.1,24941,7335,ThirdPartyListing,65+,2018-03-10 04:55:00,C10FB0DACCA78B6AB6A5AFCB7B511FBD9104F1A0B6536F2AEA8E99DCD52EB05D,36713
7336,1,0,0,0,0,0,0,0,391,35515,533,614,330,50102,24.4,25540,5216,ThirdPartyListing,55-65,2018-04-14 23:29:00,49B8F920FBED3E1864A44DCD8115E3A51714E905DE18D9055CA6E03EC54B7296,32900
7337,0,0,0,0,0,0,1,0,345,60734,600,586,384,73512,25.3,27804,13226,ThirdPartyListing,45-55,2018-04-16 21:30:00,C2090B0C42C5BC95771538D9CF31F97EF017C98E81929C305AA901066EB2CEF0,22125
7338,1,0,0,0,0,0,1,0,263,53355,648,735,339,51760,20,21024,9202,Website,35-45,2018-03-26 05:16:00,2BF4C872EDF2D7DA81352A6A2579FDD55475D981360977439B1C610AFCCB02C9,37804
7339,0,0,0,0,0,0,0,0,273,44592,717,711,422,48944,15.4,27322,7498,Website,18-35,2018-04-01 05:56:00,FFEB74E8B019A9ED054E666AF63B8B19890CD1822A947F7E54AC4E8F96EDF308,46602
7340,0,1,0,0,0,0,1,0,89,60714,640,681,454,68656,18.5,28158,11359,Website,18-35,2018-03-22 02:55:00,B96DE9D331DDCA4DC639DD698674D4CED76FBF4EB1D461241D632083883E1AEF,39298
7341,0,1,0,0,0,0,1,0,202,50237,604,595,293,47104,28.3,27141,9073,Website,18-35,2018-03-25 18:57:00,0826154214831FE34E226D9CEC3F5DA328C6B639511F77EB85891FDDA65D9B91,45761
7342,0,0,0,0,0,0,0,0,281,47890,631,638,364,61720,13.8,35820,4514,Website,35-45,2018-01-13 11:40:00,E18FC43E9BF44E7A48806BD057F54C667DC1DCB6E42E28FDA73CAAD90A17E5A7,41437
7343,0,0,0,0,0,0,1,0,247,41974,611,689,326,19396,26.2,17738,10746,Website,35-45,2018-01-06 13:07:00,67399359DA4C10CB945B72BFFE7321146581D2719D4DB87BFB5B21F6302D175A,24784
7344,0,0,0,0,1,1,0,0,375,64877,606,589,405,74582,24.2,22029,8629,Website,45-55,2018-02-03 17:32:00,66186B5A3EEE4C139F426B9FC7D1604C0C22ABDA83238C946B0A035A01E857BB,39702
7345,0,0,0,0,0,0,0,0,336,67287,580,562,395,74743,29,22099,6892,Website,45-55,2018-01-18 09:20:00,,41912
7346,0,0,1,0,0,1,0,0,390,37563,657,653,318,39501,36.9,22388,9086,ThirdPartyListing,18-35,2018-04-08 17:34:00,,46633
7347,0,0,1,0,0,0,1,0,181,68731,742,775,325,86408,24.1,24950,6828,Website,45-55,2018-01-23 07:16:00,F2346FD7BD39E7F8278BA9B2E6E8A1CF239FE8CF95FB82A3AADD5EC5494BE5AD,40874
7348,1,0,0,0,0,1,0,0,282,46827,601,541,490,52624,21.3,20400,6281,Website,45-55,2018-01-16 05:35:00,10B03D489130047212C62DC56DF6AF52B7670A4E943CEE89B6A3B5251ACC13B6,27765
7349,0,0,0,0,0,0,1,0,313,51560,595,635,375,78995,32.3,30317,5556,Website,45-55,2018-03-20 14:34:00,,44185
7350,0,0,0,0,1,1,0,0,441,54415,639,698,299,38245,25,21149,8009,Website,35-45,2018-02-14 23:51:00,1E98E8059313FAADCB5C4146BDB8EDF8DBE936E3295FF5A5724A82ED089CB954,39736
7351,0,0,0,0,0,0,0,0,327,51199,662,694,437,43572,20.9,26698,9747,ThirdPartyFinancing,45-55,2018-01-06 23:27:00,,39761
7352,0,0,0,0,0,1,0,0,390,30045,804,838,448,34353,28.3,25407,7373,Website,18-35,2018-04-24 20:19:00,3CF522301A6E8A3EBE4EB88E35B73D12C0CAE288792D21893C52E7CAC2275A31,42555
7353,0,0,0,0,0,0,0,0,185,49383,683,693,248,41954,28,28285,6102,Website,35-45,2018-03-01 18:01:00,7CF2703DD1473AFEB28534DAF3C15499811D1BDC69CB705F7FBA224C72DF4045,31373
7354,0,0,0,1,1,0,0,0,281,41691,611,597,462,61777,22,27366,6899,Website,35-45,2018-01-29 00:15:00,AABFC91C4B7F128E7FCB73FB962375E448F93625D92C5E78C14E62C906B82615,38962
7355,0,1,0,0,0,0,0,1,232,63730,607,666,334,61106,27.7,30849,6235,Website,18-35,2018-01-23 19:51:00,,29132
7356,0,0,0,0,0,1,1,1,253,49469,657,730,401,59247,22.4,30060,5671,Website,45-55,2018-03-08 20:56:00,7CCF4097589A80FB7806D3E2C945355DDF06356512209B702074AF1B6AAD87C7,47035
7357,0,0,0,0,0,1,0,0,378,46089,706,682,443,29859,27.2,27227,10737,Website,18-35,2018-04-09 19:05:00,,39809
7358,0,0,0,1,0,0,1,0,311,50194,700,753,310,57570,32.3,26927,10909,ThirdPartyListing,18-35,2018-04-30 09:16:00,D63F6902FEA55A1C05CD59B03A71389BA4C5BCC31CC75C96D99DF9FE1D4B2278,46054
7359,0,0,0,0,0,0,0,0,424,61577,656,636,385,63901,36.8,22430,11763,Website,45-55,2018-01-03 07:37:00,C29BBFC160CE89A72E40C5D006D1F274DEEB8CABC617197DA68419F0887735F4,35383
7360,0,0,0,0,0,0,0,0,417,52150,563,617,358,48070,24.2,27550,7623,ThirdPartyListing,65+,2018-04-30 01:27:00,8CD339CD0906DFB4D4D2DC1CF6A1914E088992D3511DB642F6938037DF1C74D2,37629
7361,0,1,0,0,0,1,0,0,418,61403,666,668,450,62811,29.8,21695,6284,Website,35-45,2018-03-28 14:23:00,3D2B5545EDAFF764F4594968A8CCB4FDC28E95F3F547776B54B3EE502340C278,39506
7362,0,0,0,0,0,0,1,0,293,51257,705,700,483,40810,20.7,17541,7804,Website,65+,2018-02-20 06:38:00,F297939FF2029DD60008DDCE0FEC5E9B9C1D7348E5221331F6344AC017BAFB81,38034
7363,0,0,0,0,1,0,0,0,351,44071,615,739,354,37998,37.5,27360,11376,ThirdPartyListing,45-55,2018-04-21 16:26:00,,24925
7364,0,0,1,1,1,1,0,0,195,53471,664,595,282,41689,34.5,22665,8351,Website,35-45,2018-03-24 12:14:00,E3871D1C09CAD80E99FF42E2CC62459BD4DC78281BA0AC4E67D3E7A03B36D1EB,47935
7365,0,0,0,0,0,0,0,0,299,50018,618,585,311,53912,20.4,24923,4468,ThirdPartyListing,18-35,2018-03-07 01:27:00,8DC6AA410B79099C0E9450D38BE6248948839DFAFD4256BEAEC7D624E35EB868,38356
7366,0,0,1,0,0,0,1,0,269,55525,637,680,407,61497,23,25394,8273,Website,45-55,2018-04-18 21:00:00,659A9DA3EE265D85B4C65AE695B9DA0C818A30B694F827A7B71E899D16A13B32,30168
7367,0,0,0,0,0,0,1,0,490,41409,678,668,321,56489,21.1,22109,9004,ThirdPartyFinancing,35-45,2018-05-01 12:57:00,49B7C61C58E0B1CB4ADD0034164015A102EB931CBDFBEAC67844EC2BC21B8F25,39978
7368,0,0,0,1,1,0,0,0,339,56994,567,641,317,66695,22.9,25485,10188,Website,35-45,2018-04-02 01:28:00,FDA5E867A07DA2D0E44FF3DEF834DBD8AEF0F833A1F5EE59B119CF32E23CFA2C,40404
7369,0,0,0,0,0,0,0,0,346,52689,674,660,383,44278,33.8,27191,7007,ThirdPartyListing,18-35,2018-05-03 22:05:00,FA01093E2C173C73B91E3E19475B68D67028C5CDFCDCAFC85713B33843BB029B,32328
7370,0,0,0,0,0,1,0,1,305,52768,564,530,301,38255,31.3,17210,6712,Website,35-45,2018-04-30 00:56:00,4FFEBB0D1112B63A4834554BF9C096F698DCE1DC60772AA6B7404024C6247562,40847
7371,0,0,0,1,0,1,0,0,321,58234,629,699,453,41180,29.6,18312,8127,Website,18-35,2018-02-21 04:54:00,,37433
7372,0,0,0,0,0,0,1,0,337,59377,592,616,410,65837,26.7,23393,8423,ThirdPartyListing,65+,2018-02-05 19:15:00,7C86157240475806350F81A735ABD654ABE6A97F1F4416077EB4FC8B1399665F,41289
7373,1,0,0,0,0,1,0,0,307,64682,586,607,421,66071,26.1,17269,6111,Website,65+,2018-02-19 07:46:00,,17345
7374,0,0,0,0,0,0,1,0,418,60154,598,654,280,54734,26.7,18046,9306,ThirdPartyListing,45-55,2018-05-01 21:21:00,DD872D8F45107A363F7F9A09C6C749EA92D534E80FA7015F0E74F5B14FC3D24E,40977
7375,0,0,0,0,0,0,1,0,313,28724,617,679,562,20249,25.2,25141,4989,Website,45-55,2018-01-16 17:43:00,191C912F3328984D65034CF79191519797FC71FEBA62BCD5AC137D6B8E1997D8,30644
7376,1,0,1,0,0,0,1,0,434,46317,631,686,435,38556,19.2,25718,8083,Website,45-55,2018-04-02 07:36:00,089DE6D35D2CC14DF47A48A61D8390534492248612F68A54833D798915CA4E64,39015
7377,0,0,0,0,0,0,0,1,381,63059,676,694,222,53574,33.7,17029,4440,Website,18-35,2018-01-23 10:13:00,B7A8C6EEE4ADC783A6E1530341791FFF21F8D3FDE6F90FF046178D69230A3613,40086
7378,0,0,0,0,0,0,1,0,388,61046,636,679,346,61192,33.5,25541,5245,ThirdPartyListing,35-45,2018-03-02 16:05:00,4F5FEE6CACA58B2F760D20683FF5F817F87AF9CB75D35A2743DDFB365BD09165,46788
7379,0,0,1,0,0,0,0,0,238,54078,597,671,326,57397,19.8,24105,6946,ThirdPartyFinancing,45-55,2018-05-07 12:17:00,9E4CB21AF4B3A8528DB2F164966540FD88202D54877A5617053DD1E5CB452310,38698
7380,0,1,1,0,1,0,0,0,313,45709,727,725,459,54196,27.8,26001,13361,ThirdPartyListing,18-35,2018-02-25 07:46:00,,39679
7381,0,0,1,0,0,0,0,0,287,43089,590,581,345,48348,19.7,27746,9059,Website,65+,2018-05-08 04:26:00,EB6E42CB2E71341A783BBA3B9C7A25DBD5CBE0FB9EF7A710A341BFC4C891B810,38421
7382,0,0,0,0,0,0,1,0,402,20272,641,726,299,27951,26.6,21449,9631,Website,45-55,2018-03-21 08:57:00,FCB6B651D4199FE3E5468571C2A5DAFDE202247150DB09D4E8AA5A3E90CEA1B0,35797
7383,1,0,0,0,0,0,0,0,291,40847,590,595,338,46907,19.8,18656,9416,ThirdPartyListing,18-35,2018-01-14 22:37:00,,52063
7384,0,1,0,0,1,0,0,0,181,57672,662,717,382,58274,28.8,27363,6930,Website,18-35,2018-03-29 08:11:00,6A795532955E89C9017E33D861D1195F8B87EE5B0A3A5337D6CFE333C5B25D99,36948
7385,0,0,0,0,0,0,0,0,400,46201,578,589,253,53313,31.2,19785,9509,Website,35-45,2018-02-17 02:06:00,C55AFC421CD0119EFF962600BAAAFC14E75B0C310E0B4768A90659F1DB62143D,32145
7386,0,1,0,0,0,1,0,0,417,38662,614,657,370,32085,32.7,15928,6276,Website,45-55,2018-03-20 19:48:00,A8D9F37E0BBD34572B99A7A0713A9B6C3CB0C92DCF2E908DCDA9A825DDD77741,33840
7387,0,0,0,0,0,1,0,0,340,42144,663,717,307,25442,29.3,25633,10797,Website,18-35,2018-01-27 13:05:00,303D8CB675BD7EE64F82859B04554E03630DF14AE483170B2D113E0DCF5FBA48,44795
7388,0,0,0,0,0,0,1,1,209,48146,523,618,396,50761,30.8,23037,9194,ThirdPartyListing,45-55,2018-03-01 23:39:00,409CE6AE0354AD244AEE74253E93268C29041F260C0BCD4681BDF9D7E369A2B9,48837
7389,0,0,0,0,0,0,0,0,280,50588,603,595,275,65588,17.4,24293,11274,Website,18-35,2018-04-04 08:05:00,,34594
7390,0,0,0,1,1,0,1,0,196,57977,586,583,291,47883,29.2,28519,6860,ThirdPartyListing,18-35,2018-04-17 22:11:00,,20813
7391,0,0,0,0,0,0,0,0,234,32651,706,804,355,25231,19.7,23575,6310,Website,55-65,2018-02-23 22:10:00,F69411D0A8F81D13816538DB4B723E7F49072C1736D3D448C91DBEBE695683B7,27722
7392,0,0,0,0,0,0,1,1,388,39652,631,633,295,37358,30.6,24176,8952,Website,18-35,2018-05-03 21:47:00,2130123FC8EDDBC514F0E998537CAE696BF59251A2ADBB4E398A9B2A66F14818,38249
7393,0,0,0,0,0,1,1,0,309,59286,577,534,372,66079,41.3,25239,13703,Website,65+,2018-04-05 21:03:00,165943DDE9DD6835C51E78747642745773C3FD3535CF1752B15965F98497813B,29123
